"id","date","groupa_spent","groupa_conversions","groupb_spent","groupb_conversions"
"1047318","2023-01-29","20.862368264025076","1","0","0"
"1047334","2023-01-29","56.01","1","0","0"
"1048057","2023-01-29","0","0","26.89","1"
"1048415","2023-01-29","0","0","61.39","1"
"1048515","2023-01-29","0","0","131.65","1"
"1049191","2023-01-29","26.330156189191094","1","0","0"
"1049225","2023-01-29","28.98","1","0","0"
"1049415","2023-01-29","0","0","53.14","1"
"1049443","2023-01-29","0","0","12.98","1"
"1049473","2023-01-29","0","0","142.59","1"
"1049616","2023-01-29","0","0","53.03","1"
"1049747","2023-01-29","13.51786666280735","1","0","0"
"1000045","2023-01-30","0","0","51.58","1"
"1000863","2023-01-30","45.91","1","0","0"
"1001725","2023-01-30","38.55","1","0","0"
"1002977","2023-01-30","15.6","1","0","0"
"1002988","2023-01-30","120.05","1","0","0"
"1003148","2023-01-30","0","0","182.71","1"
"1003174","2023-01-30","86.70122870620465","1","0","0"
"1003206","2023-01-30","50.03","1","0","0"
"1003516","2023-01-30","0","0","61.73","1"
"1003959","2023-01-30","19.06","1","0","0"
"1004128","2023-01-30","0","0","15.46","1"
"1004532","2023-01-30","0","0","51.2","1"
"1004908","2023-01-30","41.89","1","0","0"
"1005960","2023-01-30","89.59","1","0","0"
"1006628","2023-01-30","24.14","1","0","0"
"1006877","2023-01-30","0","0","37.16","1"
"1007297","2023-01-30","104.43","1","0","0"
"1007782","2023-01-30","111.73","1","0","0"
"1007878","2023-01-30","0","0","177.72","1"
"1007937","2023-01-30","0","0","70.07","1"
"1009074","2023-01-30","106.38","1","0","0"
"1009242","2023-01-30","0","0","88.94","1"
"1009587","2023-01-30","0","0","7.89","1"
"1009852","2023-01-30","0","0","22","1"
"1009982","2023-01-30","0","0","75.44","1"
"1010502","2023-01-30","26.67","1","0","0"
"1010514","2023-01-30","0","0","58.16","1"
"1010975","2023-01-30","0","0","44.21","1"
"1011035","2023-01-30","106.67","1","0","0"
"1011286","2023-01-30","0","0","15.930519966488214","1"
"1011497","2023-01-30","91.35","1","0","0"
"1011817","2023-01-30","47.49","1","0","0"
"1012163","2023-01-30","26.02","1","0","0"
"1012781","2023-01-30","35.87","1","0","0"
"1012845","2023-01-30","0","0","44.74","1"
"1012896","2023-01-30","17.63","1","0","0"
"1013329","2023-01-30","0","0","20.191381430051546","1"
"1013360","2023-01-30","0","0","110.08","1"
"1014323","2023-01-30","103.44","1","0","0"
"1014428","2023-01-30","12.701144892993735","1","0","0"
"1014924","2023-01-30","32.41","1","0","0"
"1015387","2023-01-30","0","0","76.6","1"
"1015397","2023-01-30","0","0","108.94","1"
"1015752","2023-01-30","46.02","1","0","0"
"1016120","2023-01-30","0","0","78.56","1"
"1016124","2023-01-30","0","0","6.42474302586049","1"
"1016208","2023-01-30","22.70488748678611","1","0","0"
"1016286","2023-01-30","0","0","29.71","1"
"1016374","2023-01-30","14.239298405869011","1","0","0"
"1016402","2023-01-30","0","0","65.25","1"
"1016640","2023-01-30","12.18","1","0","0"
"1016793","2023-01-30","0","0","60.41","1"
"1017201","2023-01-30","0","0","13.74","1"
"1017210","2023-01-30","0","0","48.54","1"
"1017347","2023-01-30","0","0","38.16","1"
"1017637","2023-01-30","0","0","49.23","1"
"1017755","2023-01-30","0","0","37.23","1"
"1017925","2023-01-30","0","0","27.89","1"
"1019209","2023-01-30","0","0","59.81414560496862","1"
"1019282","2023-01-30","0","0","13.75","1"
"1019419","2023-01-30","0","0","24.15","1"
"1019422","2023-01-30","0","0","65.57","1"
"1019834","2023-01-30","0","0","101.83","1"
"1019859","2023-01-30","45.55","1","0","0"
"1019926","2023-01-30","42.8","1","0","0"
"1020103","2023-01-30","0","0","25.68080564288281","1"
"1020503","2023-01-30","0","0","43.66","1"
"1020689","2023-01-30","32.28","1","0","0"
"1020700","2023-01-30","0","0","161.94","1"
"1020741","2023-01-30","0","0","50.59","1"
"1020891","2023-01-30","0","0","96.4","1"
"1021615","2023-01-30","0","0","35.99","1"
"1022077","2023-01-30","0","0","7.49","1"
"1022653","2023-01-30","31.09","1","0","0"
"1022692","2023-01-30","523.6","1","0","0"
"1022762","2023-01-30","0","0","15.06","1"
"1023027","2023-01-30","111.38","1","0","0"
"1023134","2023-01-30","0","0","90.69","1"
"1023296","2023-01-30","56.89","1","0","0"
"1023740","2023-01-30","72.57","1","0","0"
"1023957","2023-01-30","0","0","0.41117854867575687","1"
"1024139","2023-01-30","121.86","1","0","0"
"1024144","2023-01-30","0","0","33.09","1"
"1024162","2023-01-30","0","0","95.39","1"
"1024688","2023-01-30","0","0","18.71","1"
"1025152","2023-01-30","144.53","1","0","0"
"1025285","2023-01-30","23.23","1","0","0"
"1025477","2023-01-30","0","0","76.66","1"
"1026157","2023-01-30","72.44","1","0","0"
"1026885","2023-01-30","12.96","1","0","0"
"1027071","2023-01-30","58.28","1","0","0"
"1027181","2023-01-30","84.19","1","0","0"
"1027543","2023-01-30","0","0","116.4","1"
"1027666","2023-01-30","12.38","1","0","0"
"1027928","2023-01-30","0","0","62.85","1"
"1028061","2023-01-30","90.08531390106353","1","0","0"
"1028184","2023-01-30","0","0","231.28","1"
"1028466","2023-01-30","67.64","1","0","0"
"1028554","2023-01-30","0","0","56.33","1"
"1028578","2023-01-30","99.46693181985906","1","0","0"
"1028760","2023-01-30","65.88","1","0","0"
"1028782","2023-01-30","0","0","17.38","1"
"1029281","2023-01-30","0","0","31.93","1"
"1029872","2023-01-30","0","0","23","1"
"1030428","2023-01-30","55.39","1","0","0"
"1030624","2023-01-30","0","0","6.35","1"
"1030869","2023-01-30","0","0","42.42","1"
"1030986","2023-01-30","0","0","59.59","1"
"1031098","2023-01-30","0","0","47.98","1"
"1031240","2023-01-30","103.06","1","0","0"
"1033161","2023-01-30","134.09","1","0","0"
"1033360","2023-01-30","0","0","62.18","1"
"1033448","2023-01-30","40.24","1","0","0"
"1033496","2023-01-30","0","0","38.97","1"
"1034161","2023-01-30","0","0","48.9","1"
"1034321","2023-01-30","69.79","1","0","0"
"1035018","2023-01-30","0","0","188.95","1"
"1035887","2023-01-30","73.25","1","0","0"
"1036615","2023-01-30","88.61","1","0","0"
"1036849","2023-01-30","57.35","1","0","0"
"1036929","2023-01-30","27.07","1","0","0"
"1037215","2023-01-30","80.31","1","0","0"
"1037475","2023-01-30","0","0","63.83","1"
"1038126","2023-01-30","38.86","1","0","0"
"1038280","2023-01-30","0","0","25.14624804088384","1"
"1038396","2023-01-30","0","0","52.42","1"
"1038524","2023-01-30","47.96","1","0","0"
"1038528","2023-01-30","0","0","89.39","1"
"1038608","2023-01-30","0","0","36.23","1"
"1038852","2023-01-30","0","0","53.4","1"
"1038986","2023-01-30","0","0","51.17","1"
"1040722","2023-01-30","0","0","32.97","1"
"1040761","2023-01-30","0","0","50.05","1"
"1041018","2023-01-30","0","0","23.28","1"
"1041346","2023-01-30","62.7","1","0","0"
"1041405","2023-01-30","0","0","19.23","1"
"1041862","2023-01-30","0","0","31.86","1"
"1042216","2023-01-30","21.8","1","0","0"
"1042306","2023-01-30","100.8","1","0","0"
"1043540","2023-01-30","70.21","1","0","0"
"1043645","2023-01-30","0","0","178.14","1"
"1043919","2023-01-30","146.86","1","0","0"
"1044190","2023-01-30","0","0","58.97","1"
"1044777","2023-01-30","97.66","1","0","0"
"1044815","2023-01-30","21.160537266369754","1","0","0"
"1044844","2023-01-30","0","0","93.78","1"
"1045064","2023-01-30","70.7","1","0","0"
"1045454","2023-01-30","0","0","56.32","1"
"1045489","2023-01-30","0","0","80.4","1"
"1045642","2023-01-30","0","0","55.9","1"
"1045878","2023-01-30","0","0","45.27","1"
"1046097","2023-01-30","0","0","75.37","1"
"1046167","2023-01-30","71.87","1","0","0"
"1046450","2023-01-30","0","0","120.68","1"
"1046454","2023-01-30","0","0","50.29","1"
"1046900","2023-01-30","80.14","1","0","0"
"1047635","2023-01-30","0","0","125.3","1"
"1047785","2023-01-30","0","0","24.89","1"
"1048243","2023-01-30","0","0","21.43","1"
"1048757","2023-01-30","115.44","1","0","0"
"1049319","2023-01-30","0","0","35.63","1"
"1049819","2023-01-30","25.9","1","0","0"
"1001037","2023-01-31","0","0","879.0999999999999","1"
"1001500","2023-01-31","0","0","42.32","1"
"1001531","2023-01-31","0","0","45.89","1"
"1001827","2023-01-31","0","0","122.48","1"
"1002061","2023-01-31","0","0","67.95","1"
"1002779","2023-01-31","0","0","27.64","1"
"1002814","2023-01-31","0","0","78.81","1"
"1003011","2023-01-31","18.9","1","0","0"
"1003142","2023-01-31","77.71","1","0","0"
"1003347","2023-01-31","0","0","105.51","1"
"1004106","2023-01-31","49.55","1","0","0"
"1004930","2023-01-31","21.36","1","0","0"
"1005391","2023-01-31","54.11","1","0","0"
"1005662","2023-01-31","0","0","58.1","1"
"1005820","2023-01-31","61.56","1","0","0"
"1005931","2023-01-31","68.31","1","0","0"
"1006152","2023-01-31","61.54","1","0","0"
"1006679","2023-01-31","0","0","42.57","1"
"1007778","2023-01-31","0","0","101.27","1"
"1007908","2023-01-31","52.27","1","0","0"
"1008012","2023-01-31","23.95","1","0","0"
"1008807","2023-01-31","88.6","1","0","0"
"1008948","2023-01-31","0","0","19.98","1"
"1008965","2023-01-31","0","0","91.83","1"
"1009337","2023-01-31","0","0","123.5","1"
"1009420","2023-01-31","91.77","1","0","0"
"1009958","2023-01-31","48.31","1","0","0"
"1010394","2023-01-31","0","0","107.22","1"
"1010495","2023-01-31","191.35","1","0","0"
"1010503","2023-01-31","31.39","1","0","0"
"1010783","2023-01-31","121.18","1","0","0"
"1011011","2023-01-31","0","0","35.41","1"
"1011074","2023-01-31","0","0","59.74","1"
"1011148","2023-01-31","52.5","1","0","0"
"1011559","2023-01-31","0","0","39.5","1"
"1011745","2023-01-31","61.14","1","0","0"
"1011746","2023-01-31","0","0","154.22","1"
"1011862","2023-01-31","0","0","51.14","1"
"1011950","2023-01-31","144.11","1","0","0"
"1012282","2023-01-31","38.23","1","0","0"
"1012449","2023-01-31","0","0","18.73","1"
"1012723","2023-01-31","0","0","52.73","1"
"1013863","2023-01-31","0","0","761.1","1"
"1014224","2023-01-31","0","0","58.61","1"
"1014367","2023-01-31","0","0","138.92","1"
"1014515","2023-01-31","0","0","139.73","1"
"1015344","2023-01-31","163.56","1","0","0"
"1015481","2023-01-31","0","0","83.25","1"
"1016009","2023-01-31","0","0","25.72","1"
"1016124","2023-01-31","0","0","104.24","1"
"1016286","2023-01-31","0","0","18.502915712415245","1"
"1016839","2023-01-31","91.93","1","0","0"
"1017127","2023-01-31","40.1","1","0","0"
"1017184","2023-01-31","111.05","1","0","0"
"1017303","2023-01-31","0","0","59.79","1"
"1018258","2023-01-31","30","1","0","0"
"1018350","2023-01-31","54.21805632131091","1","0","0"
"1018689","2023-01-31","0","0","98.44","1"
"1019278","2023-01-31","59.57","1","0","0"
"1019419","2023-01-31","0","0","20.942774143397003","1"
"1019707","2023-01-31","0","0","85.05","1"
"1019755","2023-01-31","0","0","84.37","1"
"1019970","2023-01-31","124.22","1","0","0"
"1020082","2023-01-31","0","0","80.62","1"
"1020176","2023-01-31","0","0","130.18","1"
"1020727","2023-01-31","42.46","1","0","0"
"1021037","2023-01-31","0","0","13.568675635443716","1"
"1021115","2023-01-31","0","0","189.91","1"
"1021938","2023-01-31","0","0","21.79","1"
"1022097","2023-01-31","0","0","27.94","1"
"1022401","2023-01-31","0","0","17.45","1"
"1022421","2023-01-31","0","0","39.28","1"
"1022917","2023-01-31","0","0","56.83","1"
"1023317","2023-01-31","0","0","6.975813555295398","1"
"1023475","2023-01-31","42.57","1","0","0"
"1023700","2023-01-31","0","0","105.3","1"
"1023763","2023-01-31","17.58","1","0","0"
"1024291","2023-01-31","0","0","80.62","1"
"1024874","2023-01-31","0","0","48.86","1"
"1025097","2023-01-31","0","0","332.48201357945123","1"
"1025283","2023-01-31","0","0","164.58","1"
"1025382","2023-01-31","62.54","1","0","0"
"1025708","2023-01-31","137.41","1","0","0"
"1025967","2023-01-31","33.96","1","0","0"
"1026574","2023-01-31","89.7","1","0","0"
"1026581","2023-01-31","0","0","73.28","1"
"1026601","2023-01-31","0","0","108.21","1"
"1026607","2023-01-31","0","0","25.02","1"
"1026684","2023-01-31","137.1","1","0","0"
"1026739","2023-01-31","0","0","97.32","1"
"1026745","2023-01-31","0","0","15.06","1"
"1026801","2023-01-31","57.18","1","0","0"
"1026817","2023-01-31","85.85","1","0","0"
"1026836","2023-01-31","0","0","27.22","1"
"1026885","2023-01-31","12.915163970642874","1","0","0"
"1027442","2023-01-31","0","0","42.82","1"
"1028295","2023-01-31","125.66","1","0","0"
"1028961","2023-01-31","220.27","1","0","0"
"1028970","2023-01-31","5.663813278749249","1","0","0"
"1029026","2023-01-31","44.31","1","0","0"
"1029379","2023-01-31","0","0","33.48","1"
"1029501","2023-01-31","51.94","1","0","0"
"1029768","2023-01-31","28.9","1","0","0"
"1030904","2023-01-31","0","0","42.98","1"
"1031580","2023-01-31","65.57","1","0","0"
"1031608","2023-01-31","0","0","77.28","1"
"1031637","2023-01-31","88.75","1","0","0"
"1031801","2023-01-31","53.3","1","0","0"
"1031938","2023-01-31","0","0","8.28","1"
"1033983","2023-01-31","0","0","18.49","1"
"1034005","2023-01-31","0","0","11.804334476615535","1"
"1034029","2023-01-31","106.53","1","0","0"
"1034752","2023-01-31","0","0","64.4","1"
"1035057","2023-01-31","0","0","1.9400200085408048","1"
"1035069","2023-01-31","111.25","1","0","0"
"1035202","2023-01-31","116.01","1","0","0"
"1036494","2023-01-31","0","0","21.68","1"
"1036749","2023-01-31","0","0","24.52","1"
"1037159","2023-01-31","0","0","54.44","1"
"1037215","2023-01-31","104.44030255766054","1","0","0"
"1037296","2023-01-31","110.28280906854296","1","0","0"
"1037502","2023-01-31","13.028502853749723","1","0","0"
"1037516","2023-01-31","34.23","1","0","0"
"1038341","2023-01-31","72.89","1","0","0"
"1038825","2023-01-31","37.96790692230503","1","0","0"
"1038905","2023-01-31","84.08250109959654","1","0","0"
"1039161","2023-01-31","31.08","1","0","0"
"1039909","2023-01-31","0","0","161.54","1"
"1040145","2023-01-31","0","0","138.39","1"
"1040335","2023-01-31","97.67","1","0","0"
"1040512","2023-01-31","0","0","90.4","1"
"1040522","2023-01-31","94.36","1","0","0"
"1040824","2023-01-31","0","0","39.51","1"
"1041527","2023-01-31","50.05","1","0","0"
"1041568","2023-01-31","0","0","50.7","1"
"1041988","2023-01-31","90.88","1","0","0"
"1042889","2023-01-31","41.58","1","0","0"
"1043139","2023-01-31","0","0","30.79","1"
"1043464","2023-01-31","0","0","44.89","1"
"1043711","2023-01-31","0","0","134.19","1"
"1044190","2023-01-31","0","0","7.299479898438943","1"
"1044235","2023-01-31","0","0","37.14","1"
"1044255","2023-01-31","147.24","1","0","0"
"1045250","2023-01-31","176.86","1","0","0"
"1045599","2023-01-31","40.48616991871257","1","0","0"
"1045615","2023-01-31","156.71","1","0","0"
"1046715","2023-01-31","0","0","44.76","1"
"1047007","2023-01-31","0","0","47.789561970201476","1"
"1047029","2023-01-31","0","0","116.36","1"
"1047128","2023-01-31","0","0","170.87","1"
"1047741","2023-01-31","0","0","3.5310864184359043","1"
"1047770","2023-01-31","0","0","156.64","1"
"1047939","2023-01-31","0","0","26.96","1"
"1048027","2023-01-31","44.63","1","0","0"
"1048302","2023-01-31","0","0","28.24","1"
"1048571","2023-01-31","0","0","20.77","1"
"1048763","2023-01-31","62.72","1","0","0"
"1049973","2023-01-31","0","0","85.93","1"
"1000945","2023-02-01","41.06","1","0","0"
"1001842","2023-02-01","45.97","1","0","0"
"1002983","2023-02-01","0","0","46.68","1"
"1002988","2023-02-01","51.566548420719805","1","0","0"
"1003440","2023-02-01","0","0","172.96","1"
"1003595","2023-02-01","0","0","18.11","1"
"1003759","2023-02-01","12.27","1","0","0"
"1004090","2023-02-01","0","0","14.526966130937174","1"
"1004324","2023-02-01","0","0","56.25","1"
"1004990","2023-02-01","0","0","141","1"
"1005242","2023-02-01","0","0","5.148299097968055","1"
"1005816","2023-02-01","0","0","43.52","1"
"1006156","2023-02-01","0","0","29.4949166464439","1"
"1006403","2023-02-01","0","0","62.27","1"
"1006830","2023-02-01","0","0","8.81","1"
"1008575","2023-02-01","0","0","18.83","1"
"1008965","2023-02-01","0","0","57.58095584660367","1"
"1009627","2023-02-01","153.94","1","0","0"
"1010975","2023-02-01","0","0","30.115748565876714","1"
"1011027","2023-02-01","0","0","13.81","1"
"1011227","2023-02-01","0","0","19.72","1"
"1011371","2023-02-01","0","0","29.05","1"
"1011857","2023-02-01","0","0","76.33","1"
"1012099","2023-02-01","155.52","1","0","0"
"1012594","2023-02-01","147.18","1","0","0"
"1013138","2023-02-01","43.02","1","0","0"
"1013141","2023-02-01","112.67","1","0","0"
"1013156","2023-02-01","0","0","48.72","1"
"1013793","2023-02-01","5.42","1","0","0"
"1013823","2023-02-01","0","0","45.17","1"
"1013846","2023-02-01","74.87","1","0","0"
"1014163","2023-02-01","28.3","1","0","0"
"1014631","2023-02-01","62.5","1","0","0"
"1015945","2023-02-01","0","0","28.85","1"
"1016009","2023-02-01","0","0","14.849041392284665","1"
"1016271","2023-02-01","0","0","39.76","1"
"1016724","2023-02-01","0","0","57.03","1"
"1017287","2023-02-01","0","0","20.62","1"
"1017750","2023-02-01","57.32","1","0","0"
"1017759","2023-02-01","0","0","36.89","1"
"1018321","2023-02-01","117.39","1","0","0"
"1018514","2023-02-01","0","0","7.64","1"
"1018562","2023-02-01","0","0","84.97","1"
"1018679","2023-02-01","0","0","63.29","1"
"1019002","2023-02-01","113.33","1","0","0"
"1019256","2023-02-01","0","0","65.51","1"
"1019349","2023-02-01","0","0","20.578247462917652","1"
"1019684","2023-02-01","64.53","1","0","0"
"1020103","2023-02-01","0","0","164.62","1"
"1020140","2023-02-01","34.42760475434888","1","0","0"
"1020394","2023-02-01","94.03","1","0","0"
"1020564","2023-02-01","0","0","61.32","1"
"1020770","2023-02-01","0","0","39.29","1"
"1022116","2023-02-01","0","0","34.66","1"
"1022336","2023-02-01","0","0","137.64","1"
"1022805","2023-02-01","0","0","1546.3","1"
"1023352","2023-02-01","31.86","1","0","0"
"1023508","2023-02-01","0","0","30.28","1"
"1023532","2023-02-01","0","0","36.95333584594188","1"
"1023700","2023-02-01","0","0","8.869137505571798","1"
"1024144","2023-02-01","0","0","14.493893753915321","1"
"1024160","2023-02-01","75.02","1","0","0"
"1026007","2023-02-01","95.88","1","0","0"
"1026541","2023-02-01","63.47","1","0","0"
"1026836","2023-02-01","0","0","6.605443882342748","1"
"1027442","2023-02-01","0","0","30.36840419473716","1"
"1027975","2023-02-01","248.2","1","0","0"
"1028191","2023-02-01","0","0","6.42","1"
"1028295","2023-02-01","108.74911798266913","1","0","0"
"1029407","2023-02-01","58.76","1","0","0"
"1030291","2023-02-01","0","0","77.5","1"
"1030642","2023-02-01","70.8","1","0","0"
"1030983","2023-02-01","0","0","20.04","1"
"1031254","2023-02-01","123.25","1","0","0"
"1031596","2023-02-01","122.85","1","0","0"
"1032138","2023-02-01","76.98","1","0","0"
"1032254","2023-02-01","156.76","1","0","0"
"1033177","2023-02-01","41.32","1","0","0"
"1033474","2023-02-01","0","0","91.66","1"
"1033706","2023-02-01","98.17","1","0","0"
"1033734","2023-02-01","0","0","66.86","1"
"1033892","2023-02-01","80.73","1","0","0"
"1035025","2023-02-01","0","0","44.95","1"
"1035508","2023-02-01","0","0","48.31","1"
"1035771","2023-02-01","21.15","1","0","0"
"1036075","2023-02-01","136.4","1","0","0"
"1036967","2023-02-01","0","0","41.53","1"
"1037488","2023-02-01","0","0","52.32","1"
"1038233","2023-02-01","0","0","47.59","1"
"1038387","2023-02-01","28.5","1","0","0"
"1038733","2023-02-01","0","0","90.78","1"
"1040429","2023-02-01","43.63","1","0","0"
"1040522","2023-02-01","22.358850329696914","1","0","0"
"1040565","2023-02-01","40.37","1","0","0"
"1040872","2023-02-01","0","0","48.63","1"
"1041892","2023-02-01","5.56","1","0","0"
"1043347","2023-02-01","35.29","1","0","0"
"1043386","2023-02-01","60.28","1","0","0"
"1043749","2023-02-01","61.65","1","0","0"
"1043835","2023-02-01","425.4","1","0","0"
"1044965","2023-02-01","0","0","58.79","1"
"1045048","2023-02-01","40.63","1","0","0"
"1045128","2023-02-01","0","0","20.87","1"
"1045519","2023-02-01","0","0","21.75","1"
"1046264","2023-02-01","0","0","109.6","1"
"1046864","2023-02-01","29.09","1","0","0"
"1046912","2023-02-01","92.29","1","0","0"
"1046967","2023-02-01","33.9","1","0","0"
"1047029","2023-02-01","0","0","113.4493017683502","1"
"1047128","2023-02-01","0","0","66.13746070277075","1"
"1047196","2023-02-01","98.66","1","0","0"
"1047495","2023-02-01","29.12","1","0","0"
"1047639","2023-02-01","176.67","1","0","0"
"1047670","2023-02-01","0","0","65.46","1"
"1047770","2023-02-01","0","0","3.6718018846624108","1"
"1047807","2023-02-01","55.28","1","0","0"
"1049009","2023-02-01","140.57","1","0","0"
"1049048","2023-02-01","0","0","13.36","1"
"1049616","2023-02-01","0","0","23.726531543027388","1"
"1000071","2023-02-02","0","0","6.71","1"
"1000101","2023-02-02","0","0","18.13","1"
"1000510","2023-02-02","0","0","16.92","1"
"1001185","2023-02-02","0","0","2.6266703748025315","1"
"1001933","2023-02-02","36.2","1","0","0"
"1002163","2023-02-02","274.29","1","0","0"
"1002535","2023-02-02","109.17","1","0","0"
"1002807","2023-02-02","178.88","1","0","0"
"1002892","2023-02-02","0","0","54.37","1"
"1004849","2023-02-02","0","0","12.58","1"
"1005432","2023-02-02","65.36","1","0","0"
"1005676","2023-02-02","52.34","1","0","0"
"1006564","2023-02-02","0","0","67.31","1"
"1007625","2023-02-02","99.44","1","0","0"
"1008167","2023-02-02","0","0","30.34","1"
"1008685","2023-02-02","0","0","4.08645303876167","1"
"1009232","2023-02-02","454.20000000000005","1","0","0"
"1009783","2023-02-02","0","0","39.24","1"
"1010754","2023-02-02","13.12","1","0","0"
"1010980","2023-02-02","0","0","17.74","1"
"1011123","2023-02-02","0","0","97.58","1"
"1011732","2023-02-02","0","0","42.71372701615216","1"
"1014163","2023-02-02","12.133512959120257","1","0","0"
"1014480","2023-02-02","105.5","1","0","0"
"1015526","2023-02-02","0","0","53.26","1"
"1015694","2023-02-02","0","0","36.46","1"
"1016258","2023-02-02","0","0","42.99","1"
"1016617","2023-02-02","0","0","69.58","1"
"1016632","2023-02-02","114.09","1","0","0"
"1016801","2023-02-02","0","0","25.38","1"
"1017671","2023-02-02","0","0","182.93","1"
"1017791","2023-02-02","0","0","59.17","1"
"1018562","2023-02-02","0","0","69.73221957677015","1"
"1019688","2023-02-02","49.89","1","0","0"
"1019940","2023-02-02","335.1","1","0","0"
"1021115","2023-02-02","0","0","83.06154532429385","1"
"1022103","2023-02-02","94.9","1","0","0"
"1022467","2023-02-02","193.85","1","0","0"
"1023864","2023-02-02","0","0","167.86","1"
"1023937","2023-02-02","21.89","1","0","0"
"1024924","2023-02-02","38.85","1","0","0"
"1025297","2023-02-02","0","0","30.59","1"
"1025911","2023-02-02","37.41","1","0","0"
"1025941","2023-02-02","0","0","62.94","1"
"1026371","2023-02-02","76.21","1","0","0"
"1026581","2023-02-02","0","0","28.279176514527688","1"
"1027106","2023-02-02","111.82","1","0","0"
"1027361","2023-02-02","109.09","1","0","0"
"1027505","2023-02-02","123.72","1","0","0"
"1027602","2023-02-02","0","0","103.23","1"
"1027792","2023-02-02","0","0","42.17","1"
"1028034","2023-02-02","16.103318225998457","1","0","0"
"1028201","2023-02-02","0","0","19.81475782499755","1"
"1028294","2023-02-02","17.63","1","0","0"
"1029052","2023-02-02","0","0","34.84","1"
"1029235","2023-02-02","0","0","121.26","1"
"1030017","2023-02-02","114.33","1","0","0"
"1030291","2023-02-02","0","0","74.8478003594863","1"
"1030934","2023-02-02","0","0","77.51","1"
"1031412","2023-02-02","22.39","1","0","0"
"1031850","2023-02-02","0","0","32.89","1"
"1032050","2023-02-02","69.46","1","0","0"
"1032141","2023-02-02","128.52","1","0","0"
"1032700","2023-02-02","25.13","1","0","0"
"1033285","2023-02-02","0","0","27.82","1"
"1033347","2023-02-02","0","0","38.16","1"
"1034447","2023-02-02","0","0","45.15","1"
"1035081","2023-02-02","0","0","43.98","1"
"1035542","2023-02-02","0","0","60.52","1"
"1035771","2023-02-02","18.15917770214083","1","0","0"
"1035888","2023-02-02","0","0","9.72","1"
"1037156","2023-02-02","26.89","1","0","0"
"1037888","2023-02-02","50.24","1","0","0"
"1038280","2023-02-02","0","0","36.58","1"
"1038396","2023-02-02","0","0","29.951427922362928","1"
"1038929","2023-02-02","0","0","95.84","1"
"1041356","2023-02-02","71.92094497917796","1","0","0"
"1041367","2023-02-02","26.09","1","0","0"
"1041435","2023-02-02","110.96","1","0","0"
"1041473","2023-02-02","65.88861435166386","1","0","0"
"1041583","2023-02-02","0","0","72.83","1"
"1041838","2023-02-02","90.56","1","0","0"
"1042173","2023-02-02","0","0","52.93","1"
"1042216","2023-02-02","14.619887435646719","1","0","0"
"1042470","2023-02-02","0","0","89.25","1"
"1043491","2023-02-02","82.21","1","0","0"
"1044441","2023-02-02","71.69","1","0","0"
"1044812","2023-02-02","171.5","1","0","0"
"1044839","2023-02-02","0","0","110.7","1"
"1047092","2023-02-02","27.12","1","0","0"
"1047459","2023-02-02","0","0","100.72","1"
"1048302","2023-02-02","0","0","21.611622746030584","1"
"1000454","2023-02-03","0","0","39.09","1"
"1001622","2023-02-03","66.1","1","0","0"
"1002664","2023-02-03","88.79","1","0","0"
"1003248","2023-02-03","0","0","59.93","1"
"1004134","2023-02-03","0","0","50.37","1"
"1004454","2023-02-03","0","0","75.07","1"
"1004774","2023-02-03","0","0","63.59","1"
"1004990","2023-02-03","0","0","44.04360487098238","1"
"1005248","2023-02-03","0","0","59.22","1"
"1005676","2023-02-03","7.7923786251987055","1","0","0"
"1005760","2023-02-03","0","0","42.82","1"
"1006564","2023-02-03","0","0","27.938206472303413","1"
"1007038","2023-02-03","0","0","99.02","1"
"1007351","2023-02-03","0","0","85.45","1"
"1007690","2023-02-03","0","0","36.37","1"
"1007891","2023-02-03","0","0","16.9","1"
"1007930","2023-02-03","0","0","81.66","1"
"1008173","2023-02-03","0","0","46.01","1"
"1008198","2023-02-03","0","0","771.9","1"
"1008409","2023-02-03","147.05","1","0","0"
"1008419","2023-02-03","0","0","80.57","1"
"1008420","2023-02-03","0","0","43.32","1"
"1008685","2023-02-03","0","0","26.98","1"
"1009333","2023-02-03","96.79","1","0","0"
"1009596","2023-02-03","0","0","38.52","1"
"1011474","2023-02-03","152.09","1","0","0"
"1011554","2023-02-03","0","0","48.66","1"
"1012276","2023-02-03","54.74","1","0","0"
"1012463","2023-02-03","0","0","63.83","1"
"1012723","2023-02-03","0","0","9.623876329714236","1"
"1013001","2023-02-03","0","0","52.2","1"
"1013747","2023-02-03","0","0","74.76","1"
"1014376","2023-02-03","35.11","1","0","0"
"1014511","2023-02-03","0","0","154.95","1"
"1016063","2023-02-03","0","0","96.46","1"
"1016134","2023-02-03","0","0","18.76","1"
"1016262","2023-02-03","0","0","58.32073687569938","1"
"1017127","2023-02-03","25.95480517338635","1","0","0"
"1018155","2023-02-03","0","0","32.28","1"
"1018539","2023-02-03","29.85","1","0","0"
"1019002","2023-02-03","26.702520300897284","1","0","0"
"1019649","2023-02-03","100.3","1","0","0"
"1019937","2023-02-03","180.38","1","0","0"
"1020763","2023-02-03","0","0","35.77","1"
"1020962","2023-02-03","0","0","65.39","1"
"1021366","2023-02-03","0","0","82.6","1"
"1021450","2023-02-03","67.38","1","0","0"
"1021595","2023-02-03","131.61","1","0","0"
"1021715","2023-02-03","121.63","1","0","0"
"1022222","2023-02-03","53.91","1","0","0"
